identity,question,a,b,c,d,correct_ answer
hsc-physics-12-258,གཞི་རྟེན་ཤུགས་འདི་ དབྱེ་བ་ག་དེམ་ཅིག་ནང་བགོ་བཤའ་རྐྱབ་ཚུགས་ག?,མེ་རླུང་རྒྱ་རྫི་གི་རྩ་ཁྲིམས་,ཤ་ལཱསི་གི་རྩ་ཚིག་,བོ་ཡེལ་གྱི་ཁྲིམས་ལུགས་,Avogadro གི་རྩ་ཚིག་,c
hsc-physics-12-260,ཀེར་ཐིག་གི་གྱངས་ཁ་འདི་ ༡༠^{-11} Nm^{2}Kg^{-2} ཨིན།,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii དང་ iii ཚུ་ཨིན།",a
hsc-physics-12-261,འ་ནི་ལས་ཀ་འདི་གིས་ དབང་པོ་ལུ་གློག་ཤུགས་བཏོན་ནི་གི་ནུས་པ་,-3,-1.5,༢-མེ་རི་,3,d
hsc-physics-12-262,i. ས་སྣུམ་བཏོན་ཐངས་,གློག་རིག་འགན་འཛིན་,ཀར་ལཱལ་,དབྱེ་ཐངས་,དབྱེ་བ་ཕྱེ་ནི་,c
hsc-physics-12-263,༢། ས་གཏེར་ཚུ་བཏོན་ནི་,དུང་གི་དབང་ཤུགས་ལུ་བལྟ་བ་ཅིན་,གློག་མེའི་གློག་ཤུགས་,ཤུགས་ཆེ་བའི་ ནུས་ཤུགས་ཀྱི་དབང་ཤུགས་ཨིན།,ཤུགས་མེད་མི་ ནུས་ཤུགས་འདི་,d
hsc-physics-12-264,གསུམ་པ་ ས་འོག་གི་དྲོད་ཤུགས་བཏོན་ཐབས།,0.471 N ཨིན་པས།,0.21 ནི,༤.༤༤ N,41.79 ན,c
hsc-physics-12-265,འོག་ལུ་ཡོད་མི་ལས་ ག་འདི་བདེན་པ་ཨིན་ན་ཟེར་བ་ཅིན་,སྦ་གསང་གི་ལམ་བདའ་འགྱོ་མི་,མཚོན་ཤུགས་,འཁོར་ལམ་གྱི་དཀྱིལ་འཁོར་གྱི་དཀྱིལ་འཁོར་ radius,linear velocity ཚུལ་ལྡན་མགྱོགས་ཚད་,b
hsc-physics-12-266,དབྱེ་དཔྱད་ཀྱི་ཐད་ལུ་ དབྱེ་དཔྱད་འདི་ ག་དེ་དྲག་དྲག་དྲག་ཨིན་ན་?,གློག་ཤུགས་ཀྱི་ནུས་པ་,གློག་ཤུགས་,ལཱ་འབད་ཐངས་,ནུས་ཤུགས་,a
hsc-physics-12-267,དངོས་པོ་ཅིག་ལུ་ཤུགས་ཀྱིས་ གཟུགས་ཀྱི་དབྱིབས་ལུ་བསྒྱུར་བཅོས་རྐྱབ་པ་ཅིན་ འདི་ལུ་ག་ཅི་ཟེར་སླབ་ནི་ཨིན་ན?,8\times 10^{6}J འདི་ལུ་ཡར་འཕར་འབདཝ་ཨིན།,4\times 10^{4}J འདི་ལུ་གཞི་བསྟུན་འབདཝ་ཨིན།,༤༠༠ J,༢༠༠ J,d
hsc-physics-12-268,དུས་ལུ་གཞི་བཞག་སྟེ་ ཐད་ཀར་དུ་འགྱུར་བའི་རང་འགུལ་ཅན་གྱི་ དངོས་པོ་ཚུ་གི་རང་འགུལ་གྱི་ འདྲ་མཉམ་ནང་ལས་ ང་བཅས་ཀྱིས་ག་ཅི་ཐོབ་ནི་ཨིན་ན?,K = \frac{2P^{2}}{m} འདི་ ཀི་ལོ་མི་ཊར་ ༡༠༠ གི་ནང་འཁོད་ལུ་ཡོདཔ་ཨིན།,K = \frac{2P}{m} ཨིན།,K = \frac{P}{2m} ཨིན།,K = \frac{P^{2}}{2m} འདི་ ཀི་ལོ་མི་ཊར་ ༡༠༠ གི་རིང་ལུ་ཡོདཔ་ཨིན།,d
hsc-physics-12-269,དབྱེ་དཔྱད་ཀྱི་ཐད་ལུ་ ག་འདི་བདེན་པ་ཨིན་ན?,༠.༥ ཧར་ཛིཊ་,1 Hz ཨིན་,༢ Hz ལུ་,༤ Hz ཨིན་པས།,a
hsc-physics-12-270,PV = K ཟེར་བའི་རྩིས་གཞི་འདི་ ག་བཟུམ་ཅིག་ལུ་གཞི་སྒྲིག་འབདཝ་ཨིན་ན?,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii དང་ iii ཚུ་ཨིན།",d
hsc-physics-12-271,དངོས་པོ་ཅིག་གིས་ ཐག་རིང་ས་ཁ་ཐུག་ལུ་འགྱོཝ་ད་ འདི་ལུ་ག་ཅི་ཟེར་སླབ་ནི་ཨིན་ན?,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii དང་ iii ཚུ་ཨིན།",b
hsc-physics-12-272,\vec{A} = 5\hat{i} - 5\hat{j} + 3\hat{k}; \vec{B} = 15\hat{i} + m\hat{j} + 9\hat{k}; m এর মান কত হলে হবে?,15,-15,16,-16,b
