identity,question,a,b,c,d,correct_ answer
hsc-advanced_math-12-280,སེ་ཀའུཊི་^{2} (སེ་ཀའུཊི་^{-1}\sqrt{5}) གི་གནས་གོང་དེ་,a འདི་ ༠ ཨིན།,b = ༠ ཨིན་པུཊི་,c = ༠ ཨིན་པུཊི་,b = c = ༠ ཨིན་ན།,c
hsc-advanced_math-12-281,cos2\theta = -1 ཨིན་པ་ཅིན་,"(8, 0)","(0, 8)","(0, 10)","(10, 0)",d
hsc-advanced_math-12-282,\frac{x^{2}}{16} + \frac{y^{2}}{9} = 1 ཨེལ་པི་ལིག་གི་ སྦོམ་ཤོས་ཀྱི་ཕྲང་ཐིག་གི་རྩིས་སྟོནམ་ཨིན།,"(8, 0)","(0, 8)","(0, 10)","(10, 0)",d
hsc-advanced_math-12-283,tan^{-1} \frac{5}{4} + cot^{-1} \frac{5}{4} གི་གནས་གོང་འདི་ཨིན།,sec ༡ དང་,sec ༡.༤༡ ལུ་,༢ sec,༢.༨༢ སཱག་,c
hsc-advanced_math-12-285,,ཐད་ཕྲང་ཐིག་,ལྡེ་མིག་,དུས་རྒྱུན་གྱི་,ཟུར་ཐིག་,b
hsc-advanced_math-12-286,"ཕྲང་ཐིག་གི་ལྟེ་བ་ལུ་ ཟུར་ཐིག་""",20,16,12,8,d
hsc-advanced_math-12-287,y^{2} = 32x - 64 འདི་ ཀླད་ཀོར་གྱི་རྩིས་གཞི་ཨིན།,(4n - 1) \frac{\pi}{4}; n \epsilon \mathbb{Z},(4n + 1) \frac{\pi}{4}; n \epsilon \mathbb{Z},(8n - 1) \frac{\pi}{4}; n \epsilon \mathbb{Z},(8n + 1) \frac{\pi}{4}; n \epsilon \mathbb{Z},a
hsc-advanced_math-12-288,,མི་ཊར་༤.༥,མི་ཊར་༧.༥,མི་ཊར་༡༣.༥,མི་ཊར་ ༡༥,b
hsc-advanced_math-12-289,"ཕྲང་ཐིག་གི་ལྟེ་བ་ལུ་ ཟུར་ཐིག་""",0.25 m,མི་ཊར་༡.༢༢༥,༢.༤༥ m,4.9 m,b
hsc-advanced_math-12-290,འདི་འབདཝ་ལས་ རྩི་རང་རྫོང་ཁག་གི་ མི་སེར་ཚུ་གིས་ རང་སོའི་ས་ཁོངས་ནང་ རང་སོའི་མི་ཁུངས་ཀྱི་ སྦ་སྒོར་ཚུ་ བཙུགས་ཞིནམ་ལས་ རང་སོའི་ས་ཁོངས་ནང་ སྦ་སྒོར་ཚུ་ བཙུགས་ནི་འགོ་བཙུགས་ནུག,\sqrt{\frac{3}{2}} འདི་ཡང་ ཌེཀསི་ཊོཔ་གི་མིང་ཨིན།,\sqrt{3} འདི་ཡང་ ཌའི་ལོག་ནང་ལུ་,\frac{3}{2}ལུ་ བསྒྱུར་བཅོས་འབདཝ་ཨིན།,3,b
hsc-advanced_math-12-291,10N དང་ 5N འདི་གཉིས་ཆ་ར་ དབྱེ་ཞིབ་འབད་ཡོད་པའི་ཤུགས་ཀྱིས་ 15མི་ཊར་གྱི་རིང་ཚད་ཡོད་པའི་འོད་མདངས་ཀྱི་དབྱུག་པ་གཉིས་ཆ་ར་ལུ་ གནོད་སྐྱོན་རྐྱབ་པ་ཅིན་ དབྱེ་ཞིབ་འབད་ཡོད་པའི་ཤུགས་ཀྱིས་ ཤུགས་ཆུང་ཤོས་ལས་ཐག་རིང་ས་ག་དེ་ཅིག་ལུ་ གནོད་སྐྱོན་རྐྱབ་ནི་ཨིན་ན?,0\degree ཟེར་མི་འདི་,༦༠་\degree,༩༠་\degree,༡༢༠,c
hsc-advanced_math-12-292,z = x + iy ཨིནམ་ལས་ z = 5 གིས་,-10,-8,8,10,c
hsc-advanced_math-12-293,"y^{2} = 16x གི་མཐའ་འཁོར་ལུ་ཡོད་པའི་ (4, 8) གི་ལྟེ་བ་གི་ས་སྒོ་འདི་ག་དེ་ཅིག་ཡོདཔ་ཨིན་ན?",-6,-2,0,2,c
hsc-advanced_math-12-294,tan\theta + 1 = 0 གི་སྤྱིར་བཏང་ཐབས་ལམ་འདི་ག་ཅི་ཨིན་ན་?,- ཨེཕ་རེཀསི་,\frac{\pi}{6}ལུ་ བསྒྱུར་བཅོས་འབདཝ་ཨིན།,- ཨང་གྲངས་དེ་ ཨེ་རེ་ལུ་ཨེབ་གཏང་འབད།,\frac{7\pi}{6}ལུ་ བཀྲམ་སྟོན་འབདཝ་ཨིན།,c
hsc-advanced_math-12-295,ཕྲ་རྡུལ་ཅིག་གིས་ གནས་སྟངས་འདི་ནང་ལས་ སྣུམ་འཁོར་མ་འགྱོ་བར་ སྣུམ་འཁོར་མ་འགྱོ་བར་ སྣུམ་འཁོར་མ་འགྱོ་བར་ སྣུམ་འཁོར་མ་འགྱོ་བར་ སྣུམ་འཁོར་མ་འགྱོ་བར་ སྣུམ་འཁོར་མ་འགྱོ་བར་ སྣུམ་འཁོར་མ་འགྱོ་བར་ སྣུམ་འཁོར་མ་འགྱོ་བར་ སྣུམ་འཁོར་མ་འགྱོ་བར་ སྣུམ་འཁོར་མ་འགྱོ་བར་ སྣུམ་འཁོར་མ་འགྱོ་བར་ སྣུམ་འཁོར་མ་འགྱོ་བར་ སྣུམ་འཁོར་མ་འགྱོ་བར་ སྣུམ་འཁོར་མ་འགྱོ་བར་,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii དང་ iii ཚུ་ཨིན།",a
hsc-advanced_math-12-296,9.8 ms^{-1} འགོ་ཐོག་ལུ་ ས་གཞི་དང་གཅིག་ཁར་ 30\degree ཀྱི་ཟུར་ཁ་ལུ་ སྣུམ་འཁོར་གཅིག་འཕུར་བཏང་ནུག ཕྲ་རྡུལ་འདི་ ག་དེ་ཅིག་མཐོཝ་ཡོདཔ་ཨིན་ན?,\sqrt{7}N འདི་ཚུ་,\sqrt{19}N འདི་ཚུ་,༧ ནི,༡༩ ནི,b
hsc-advanced_math-12-297,2y^{2} - x^{2} = 1 གི་ལྟག་ལུ་ཡོད་མི་དེ་ག་ཅི་སྨོ་,-1,1,#NAME ཟེར་ཨིན་ན།,i,d
hsc-advanced_math-12-298,"རྡུལ་ཕྲན་ཅིག་ལུ་ 3 ms^{-1}, 4ms^{-1} དང་ 5 ms^{-1} གི་ཤུགས་གསུམ་གྱིས་ གནོད་སྐྱོན་རྐྱབ་ད་ རྡུལ་ཕྲན་འདི་ འདྲ་མཉམ་སྦེ་གནས་ཡོདཔ་ཨིན། མགྱོགས་ཚད་ཆུང་ཤོས་འདི་ གཉིས་ཀྱི་བར་ནའི་ཟུར་འདི་ག་དེམ་ཅིག་ཨིན།",x^{2} - 2x - 4 དེ་ ༠ ཨིན་པས།,x^{2} - 2x + 4 = 0 ཨིན་པས།,x^{2} + 2x - 4 དེ་ ༠ ཨིན་པས།,x^{2} + 2x + 4 འདི་ ༠ ཨིན།,b
hsc-advanced_math-12-299,P(x) + x^{2} - Kx + 9འདི་ བི་པི་ཨེན་པི་ཨེམ་པི་ཨེམ་པི་ཨེམ་པི་ཨེམ་པི་ཨེམ་པི་ཨེམ་པི་ཨེམ་པི་ཨེམ་པི་ཨེམ་པི་ཨེམ་པི་ཨེམ་པི་ཨེམ་པི་ཨེམ་པི་ཨེམ་པི་ཨེམ་པི་ཨེམ་པི་ཨེམ་པི་ཨེམ་པི་ཨེམ་པི་ཨེམ་པི་ཨེམ་པི་ཨེམ་པི་ཨེམ་པི་ཨེམ་པི་ཨེམ་པི་ཨེམ་པི་ཨེམ་པི་ཨེམ་པི་ཨེམ་པི་ཨེམ་པི་ཨེམ་པི་ཨེམ་པི་ཨེམ་པི་ཨེམ་པི་ཨེམ་པི་ཨེམ་པི་ཨེམ་པི་ཨེམ་པི་ཨེམ་པི་ཨེམ་པི་,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii དང་ iii ཚུ་ཨིན།",a
hsc-advanced_math-12-300,,"(-1, 0)","(1, 0)","(0, -1)","(0, 1)",b
hsc-advanced_math-12-301,K = 2 ཨིན་པ་ཅིན་ P (x) གི་གནས་གོང་ཆུང་ཤོས་འདི་ག་ཅི་ཨིན་ན?,x འདི་ ༠ ཨིན།,x གི་གྲས་ལས་ - 2 = 0,4x - 3 དེ་ ༠ ཨིན་པས།,4x - 5 དེ་ ༠ ཨིན།,d
hsc-advanced_math-12-302,3x^{3} -6x + 8 = 0 འདི་ག་བཟུམ་ཅིག་ཡོདཔ་ཨིན་ན?,"1N, 2N དང་ 3N","2N, 3N དང་ 4N","3N, 4N དང་ 5N",3N དང་ 5N དེ་ལས་ 7N,a
hsc-advanced_math-12-303,\sqrt{3} -i གི་གཞི་རྟེན་ཚིག་ཡིག་འདི་ག་ཏེ་ཡོདཔ་ཨིན་ན?,\frac{1}{4}ལུ་ བཀྲམ་སྟོན་འབདཝ་ཨིན།,\frac{1}{2}ལུ་ བསྒྱུར་བཅོས་འབདཝ་ཨིན།,\frac{3}{4}ལུ་ བཀྲམ་སྟོན་འབདཝ་ཨིན།,1,c
hsc-advanced_math-12-304,4x^{2} + y^{2} = 4 འདི་ ཟུར་ཐིག་གི་ཐད་ལུ་ཨིན།,2x^{2} - 3x + 1 འདི་ ༠ ཨིན་པས།,2x^{2} - 3x - 1 འདི་ ༠ ཨིན་པས།,3x^{2} - 2x + 1 འདི་ ༠ ཨིན།,3x^{2} - 2x - 1 འདི་ ༠ ཨིན།,c
hsc-advanced_math-12-305,i. ཟུར་ཐིག་སྦོམ་ཤོས་ཀྱི་རིང་ཚད་ ༤,i དང་ ii,ii དང་ iii,i དང་ iii,"i, ii དང་ iii ཚུ་ཨིན།",d
hsc-advanced_math-12-306,༢། ཟུར་ཐིག་ཚུའི་རིང་ཚད་ ༡,- ཨང་གྲངས་དེ་ ཨེ་རེ་ལུ་ཨེབ་གཏང་འབད།,\frac{3}{5}ལུ་ བཀྲམ་སྟོན་འབདཝ་ཨིན།,- ཨང་གྲངས་དེ་ཅིག་ཡང་མེད་,\frac{2}{5} འདི་ཡང་ ཌའི་ལོག་གི་ཨང་གྲངས་ཨིན།,a
hsc-advanced_math-12-307,"གསུམ་པ་ ཟུར་ཐིག་འདི་ (0, \pm\sqrt{2})","2n\pi \pm \frac{\pi}{3}, n \epsilon \mathbb{Z} འདི་ ཀྲོང་གསར་ལུ་ཡོད་པའི་ ཀྲོང་གསར་ལུ་ཡོད་པའི་ ཀྲོང་གསར་ལུ་ཡོད་པའི་ ཀྲོང་གསར་ལུ་ཡོདཔ་ཨིན།","n\pi + (-1) ^{n} \frac{\pi}{3}, n \epsilon \mathbb{Z}","n\pi + (-1) ^{n} \frac{\pi}{6}, n \epsilon \mathbb{Z}","2n\pi \pm \frac{\pi}{6}, n \epsilon \mathbb{Z} ཚུ་ཨིནམ་དང་",b
hsc-advanced_math-12-308,འ་ནི་ཚུ་ལས་ ག་འདི་བདེན་པ་ཨིན་ན?,"\frac{\pi}{3}, \frac{5\pi}{3} འདི་ཡང་ སྦྲགས་སྦྲགས་འབད་བཏུབ་ཨིན།","\frac{\pi}{6}, \frac{5\pi}{6} འདི་ཡང་ སྦྲགས་སྦྲགས་འབད་བཏུབ་ཨིན།","\frac{\pi}{3}, \frac{2\pi}{3} འདི་ཡང་ སྦྲགས་སྦྲགས་འབད་བཏུབ་ཨིན།","\frac{\pi}{6}, \frac{11\pi}{6} འདི་ཡང་ སྦ་སྒོར་ནང་ཨིན་",b
hsc-advanced_math-12-309,4x^{2} + 4x - 1 = 0 ཟེར་མི་འདི་ནང་ལུ་,i དང་ ii,ii དང་ iii,i དང་ iii,"i, ii དང་ iii ཚུ་ཨིན།",a
hsc-advanced_math-12-310,i. ངོ་མ་འདི་ངོ་མ་དང་ མ་འདྲཝ་ཨིན།,\frac{1}{\sqrt{2}} འདི་ཡང་ ཌའི་ལོག་གི་ཨང་གྲངས་ཨིན།,\sqrt{2} འདི་ཡང་ ཌའི་ལོག་ནང་ལུ་ཨིན་,༢་\sqrt{2} དེ་ནང་ལུ་,8,b
hsc-advanced_math-12-311,༢། གཞི་རིམ་ \frac{\sqrt{2} - 1}{2},cot\theta = ༠ ཨིན་པུཊི་,cos \theta + 1 = 0 ཨིན་པས།,sin\theta = ༡ ཨིན་པ་ཅིན་,cos\theta = ༡ ཨིན་པས།,a
hsc-advanced_math-12-312,གསུམ་པ་ ཕྲང་ལམ་འདི་ དབྱེ་བ་དང་མ་འདྲ་བ་ཡོདཔ་ཨིན།,"- 10, 2","10, -2","2, 10","- 2, - 10",c
hsc-advanced_math-12-313,འ་ནི་ཚུ་ལས་ ག་འདི་བདེན་པ་ཨིན་ན?,\frac{\sqrt{2}P}{\sqrt{3}}ལུ་ བསྒྱུར་བཅོས་འབདཝ་ཨིན།,\frac{2P}{\sqrt{3}} འདི་ཡང་ ཌེཀསི་ཊོཔ་གི་ཨང་གྲངས་ཨིན།,\frac{\sqrt{3}P}{\sqrt{2}}ལུ་ བསྒྱུར་བཅོས་འབདཝ་ཨིན།,\frac{\sqrt{3}P}{2}འདི་ ཨེ་རེ་ལུ་ཨེབ་གཏང་འབད།,a
hsc-advanced_math-12-315,"i. ཟུར་ཐིག་འདི་ \left (0, \frac{1}{2} \right)",2tan^{-1}x = sin^{-1}\frac{2x}{1 - x^{2}},3tan^{-1}x = tan^{-1}\frac{x^{3} - 3x}{1 - 3x^{2}},ཟུར་གཉིས་ཆ་མཉམ་ལས་ ཟུར་གཉིས་ཆ་མཉམ་ལས་ ཟུར་གཉིས་ཆ་མཉམ་ལས་ ཟུར་གཉིས་ཆ་མཉམ་ལས་ ཟུར་གསུམ་ཆ་མཉམ་ལས་ ཟུར་གསུམ་ཆ་མཉམ་ལས་ ཟུར་གསུམ་ཆ་མཉམ་ལས་ ཟུར་གསུམ་ཆ་མཉམ་ལས་ ཟུར་གསུམ་ཆ་མཉམ་ལས་ ཟུར་གསུམ་ཆ་མཉམ་ལས་ ཟུར་གསུམ་ཆ་མཉམ་ལས་ ཟུར་གསུམ་ཆ་མཉམ་ལས་ ཟུར་གསུམ་ཆ་མཉམ་ལས་ ཟུར་གསུམ་ཆ་མཉམ་ལས་ ཟུར་གསུམ་ཆ་མཉམ་ལས་ ཟུར་གསུམ་ཆ་མཉམ་ལས་ ཟུར་གསུམ་ཆ་མཉམ་ལས་ ཟུར་གསུམ་ཆ་མཉམ་ལས་ ཟུར་གསུམ་ཆ་མཉམ་ལས་ ཟུར་གསུམ་ཆ་མཉམ་ལས་ ཟུར་གསུམ་ཆ་མཉམ་ལས་ ཟུར་གསུམ་ཆ་མཉམ་ལས་ ཟུར་གསུམ་ཆ་མཉམ་ལས་,3sin^{-1}x = sin^{-1} (3x - 4x^{3}) འདི་ 3x^{-1}x གི་དོན་ལས་ཨིན།,d
hsc-advanced_math-12-316,༢། ཟུར་ཐིག་ y = 0 ཨིན།,ལྡེ་མིག་,ཟུར་ཐིག་,དུས་རྒྱུན་གྱི་,ཕབ་ཆག་ཐོབ་ཡོདཔ་ཨིན།,d
hsc-advanced_math-12-317,གསུམ་པ་ ཚད་འཛིན་འབད་ནིའི་རྩིས་གཞི་འདི་ ༢y+༡ = ༠ ཨིན།,༦༠་\degree,༡༢༠,cos^{-1} \left (\frac{1}{7} \right) འདི་ ཀྲོང་གསར་ལུ་ཡོད་པའི་ ཀྲོང་གསར་ལུ་ཡོད་པའི་ ཀྲོང་གསར་ལུ་ཡོདཔ་ཨིན།,cos^{-1} \left ( - \frac{1}{7} \right) འདི་ ཀོསི་ཊི་བཱལ་ཀོརེཊི་ (_C) ཨིནམ་ལས་ ཀོསི་ཊི་བཱལ་ཀོརེཊི་ (_C) ཟེར་ཨིན་པས།,b
hsc-advanced_math-12-318,འ་ནི་ཚུ་ལས་ ག་འདི་བདེན་པ་ཨིན་ན?,-60,-44,44,60,b
hsc-advanced_math-12-319,འབྲེལ་བ་ག་ཅི་ཡོདཔ་ཨིན་ན?,༡༠\sqrt{5}N འདི་ཚུ་,༡༠་\sqrt{3} དེ་ནང་ལུ་,5\sqrt{11}N འདི་ཚུ་,༥\sqrt{15} འདི་ཚུ་,c
hsc-advanced_math-12-320,9x^{2} - 16y^{2} + 18x - 48y = 0 འདི་ཡང་,25x^{2} - 20x - 21 འདི་ ༠ ཨིན།,25x^{2} - 20x + 21 = 0 ཨིན་པས།,25x^{2} + 20x - 21 འདི་ ༠ ཨིན།,25x^{2} + 20x + 21 འདི་ ༠ ཨིན།,a
hsc-advanced_math-12-321,"དབྱེ་ཁག་སོ་སོ་གི་ཐིག་ཁྲམ་ཚུ་ནང་ དབྱེ་ཁག་སོ་སོ་གི་ཐིག་ཁྲམ་ཚུ་ནང་ 5N, 7N དང་ 8N སྦེ་ཤུགས་གསུམ་ཆ་མཉམ་ཅིག་ཁར་གནས་ཏེ་ཡོདཔ་ཨིན། ཟུར་ 8N དང་ 5N གི་བར་ནའི་ཟུར་འདི་ག་དེ་ཅིག་ཨིན་ན?",- ཨང་གྲངས་ཀྱི་ཟུར་ཆ་༡༠ (༧ + ༡༠༩),\frac{1}{10} (- 7 + \sqrt{109}) འདི་ ཀྲོང་གསར་ལུ་ཡོད་པའི་ ཀྲོང་གསར་ལུ་ཡོད་པའི་ ཀྲོང་གསར་ལུ་ཡོདཔ་ཨིན།,\frac{1}{10} (7 - \sqrt{109}) འདི་ཡང་ སྦྲེལ་རྟགས་ཨིན་,\frac{1}{10} (7 + \sqrt{109}) འདི་ཡང་ སྦྲེལ་རྟགས་ཨིན་,d
hsc-advanced_math-12-322,x^{2} -7x + p = 0 གིས་གཞི་གྲངས་ཀྱི་རྩ་བ་ -4 འབད་མི་ཚེ། p གི་གནས་གོང་འདི་ག་དེམ་ཅིག་ཡོདཔ་ཨིན་ན?,༡༥kg,ཀེ་ཇི་༢༠,ཀི་ལོ་གྷ་༣༠,ཀི་ལོ་གྷ་༤༠,d
hsc-advanced_math-12-323,P དང་ 30N གི་ཤུགས་གཉིས་ཆ་ར་གིས་ གནས་སྟངས་གཅིག་ནང་ལུ་ ལཱ་འབདཝ་ཨིནམ་དང་ འདི་ཡང་ 25N གི་ཤུགས་ཀྱིས་ P གི་ཤུགས་ཀྱི་ཐིག་ཁྲམ་ལུ་ དབྱེ་ཞིབ་འབདཝ་ཨིན། P འདི་ག་དེམ་ཅིག་ཡོདཔ་ཨིན་ན?,x འདི་ ༤ ཨིན།,y = 6 ཨིན་པས་,x འདི་ ༥ ཨིན།,y = 5 ཨིན་ན།,b
hsc-advanced_math-12-324,5x^{2} - 7x - 3 = 0 འདི་ ཌའི་ལོག་གི་རྩ་བ་ \alpha དང་ \beta ཨིན།,i དང་ ii,ii དང་ iii,i དང་ iii,"i, ii དང་ iii ཚུ་ཨིན།",b
hsc-advanced_math-12-325,,\frac{\sqrt{2}}{3} འདི་ཡང་ ཌེཀསི་ཊོཔ་གི་ཨང་གྲངས་ཨིན།,\frac{\sqrt{3}}{2} འདི་ཡང་ ཌེཀསི་ཊོཔ་གི་ཨང་གྲངས་ཨིན།,\frac{2\sqrt{2}}{3} འདི་ཡང་ ཌེཀསི་ཊོཔ་གི་ཨང་གྲངས་ཨིན།,\frac{\sqrt{3}}{4} འདི་ཡང་ ཌེཀསི་ཊོཔ་གི་ཨང་གྲངས་ཨིན།,d
hsc-advanced_math-12-326,ག་གི་རྩིས་གཞི་གི་རྩ་མ་འདི་ α + β དང་ α β ཨིན་ན།,"\left (0, \pm \frac{1}{\sqrt{3}} \right) འདི་ ཕྲང་སྒྲིག་འབད་ཡོད་པའི་ཡིག་འབྲུ་ཨིན།","\left (\pm \frac{1}{\sqrt{3}}, 0 \right) འདི་ཡང་ ཕྲང་སྒྲིག་གི་ས་སྒོ་འདི་ཨིན།","\left (0, \pm \frac{2}{\sqrt{3}} \right) འདི་ ཕྲང་སྒྲིག་འབད་ཡོད་པའི་ཡིག་འབྲུ་ཨིན།","\left (\pm \frac{2}{\sqrt{3}}, 0 \right) འདི་ སྦ་སྒོར་གྱི་མཐའ་མ་ལུ་ཡོད་པའི་ ཀེར་ཐིག་འདི་ཨིན།",a
hsc-advanced_math-12-327,5x^{2} - 7x - 3 = 0 ཟེར་མི་འདི་ ཕྱོགས་མཚུངས་ཀྱི་རྩ་བ་ \alpha དང་ \beta ཨིན།,6,12,16,18,b
hsc-advanced_math-12-328,,༣པི་,2\sqrt{2}P དེ་ ཨེ་རེ་ཨིན་ཨིན་ཨིན་ཨིན་ཨིན་ཨིན་ཨིན་ཨིན་ཨིན།,\sqrt{34}P འདི་ཡང་ ཌའི་ལོག་གི་མིང་ཨིན།,\sqrt{43}P འདི་ཡང་ ཌའི་ལོག་གི་ས་སྒོ་འདི་ཨིན།,c
hsc-advanced_math-12-329,"འ་ནི་ལས་ཀ་འདི་གིས་ བེ་ཊ་ ""alpha"" ""beta"" ""alpha"" ""alpha"" ""beta"" ""alpha"" ""alpha"" ""beta"" ""alpha"" ""beta""",i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii དང་ iii ཚུ་ཨིན།",d
hsc-advanced_math-12-330,རིང་ཚད་མི་ཊར་༣༠ འབད་མི་ AB rod གི་མཐའ་མར་ A ལུ་ ཀི་ལོ་གྷ་༢༠ དང་མཐའ་མར་ B ལུ་ ཀི་ལོ་གྷ་༥ ལེན་དོ་ཡོདཔ་ཨིན་པས། ཁོང་ར་གི་ཧིང་འདི་ C་གི་ས་སྒོ་ནང་ལུ་ ལཱ་འབད་ཚུགསཔ་ཨིན། AC འདི་མི་ཊར་༢༠ཨིན་པ་ཅིན་ P འདི་ག་དེམ་ཅིག་འོང་ནི་སྨོ་,༩༠་\degree,༡༢༠,༡༣༠\degree,༡༥༠\degree,d
hsc-advanced_math-12-331,(x - 4) ^{2} = - 4(y - 5) འདི་ཡང་ ཐད་ཀར་དུ་ བསྒྱུར་བཅོས་འབད་ཚུགས་པའི་ ཐབས་ལམ་འདི་ ག་འདི་ཨིན་ན་?,\frac{10}{g}འདི་ཨིན་,\frac{10\sqrt{3}}{g}འདི་གིས་འབད་ཡོདཔ་ཨིན།,\frac{20}{g}འ་ནི་ལས་ཀ་འདི་གིས་ ཐད་ཀར་དུ་ ཁྱོད་དང་འཕྱད་ཚུགསཔ་ཨིན།,\frac{20\sqrt{3}}{g}འདི་ཁོ་ཨིན།,d
hsc-advanced_math-12-332,y^{2} = -12x ཚར་གཅིག་འབད་,མི་ཊར་ ༩.༨,"མི་ཊར་ ༡༡,༠༢༥",མི་ཊར་ ༡༠,མི་ཊར་ ༡༢,a
hsc-advanced_math-12-333,i. ཟུར་ཐིག་གི་རིང་ཚད་འདི་ ༡༦ ཨིན།,20.39\degree ཨིན།,༢༥་\degree,༣༠་\degrees,༣༢.༣༥\degree,a
hsc-advanced_math-12-334,༢། ཟུར་ཐིག་ y = 0 ཨིན།,\frac{\pi}{4}ལུ་ བསྒྱུར་བཅོས་འབདཝ་ཨིན།,- ཨེཕ་རེཀ{\pi}{4} དེ་ནང་ལུ་,\frac{3\pi}{4}ལུ་ བསྒྱུར་བཅོས་འབདཝ་ཨིན།,\frac{5\pi}{4}ལུ་ བསྒྱུར་བཅོས་འབདཝ་ཨིན།,c
hsc-advanced_math-12-335,གསུམ་པ་ ཚད་འཛིན་གྱི་མཉམ་པ་ x = 3,-2,2,3,-3,c
hsc-advanced_math-12-336,འ་ནི་ཚུ་ལས་ ག་འདི་བདེན་པ་ཨིན་ན?,\pm (3 - 2i),\pm (\sqrt{10} - \sqrt{2i}) འདི་ནང་ལུ་,\pm (\sqrt{10} + \sqrt{2i}) འདི་ སྦྲེལ་རྟགས་ཨིན།,\pm (3 + 2i),c
hsc-advanced_math-12-337,"8x^{2} + 3y^{2} = 1 འདི་ ཟུར་ཐིག་གི་རྩིས་གཞི་ཨིན།

ཟུར་ཐིག་གི་ལྟག་ལུ་ཡོད་མི་འདི་ ག་དེ་ཅིག་ཨིནམ།
8x^{2} + 3y^{2} = 1 འདི་ ཟུར་ཐིག་གི་རྩིས་གཞི་ཨིན།",x^{2} + 2x + 6 འདི་ ༠ ཨིན།,x^{2} + x + 3 འདི་ ༠ ཨིན།,x^{2} + 2x - 6 འདི་ ༠ ཨིན་པས།,x^{2} + x - 3 འདི་ ༠ ཨིན་པས།,a
hsc-advanced_math-12-338,,- ༢་ \leq p \leq ༢་,- ༤་༤་༤་,#NAME ཟེར་ཨིན་ན།,-༤ \leq p < ༤,c
hsc-advanced_math-12-339,ཟུར་ཐིག་གི་མཐའམ་འདི་ ག་བཟུམ་ཅིག་ཡོདཔ་ཨིན་ན?,-1,1,-3,3,b
hsc-advanced_math-12-340,f (x^2) - y^2 = 18 ཕྲང་ཐིག་གི་ལྟག་སྒོ་འདི་ག་ཏེ་ལུ་ཡོདཔ་ཨིན་ན?,i དང་ ii,ii དང་ iii,i དང་ iii,"i, ii དང་ iii ཚུ་ཨིན།",b
hsc-advanced_math-12-341,3P དང་ 5P ཟེར་མི་ཤུགས་གཉིས་འདི་ གཅིག་གིས་གཅིག་ལུ་ ཕྲང་ཕྲང་སྦེ་ར་ ཤུགས་བྱུངམ་ཨིན། ཁོང་གིས་ག་དེ་ཅིག་འབད་ཚུགས་ནི་སྨོ་,2,1,3,5,b
hsc-advanced_math-12-342,\sqrt{5} གིས་ ཤུགས་འདྲ་མཉམ་གཉིས་ཆ་ར་ལུ་ དབྱེ་ཁག་༡༢༠་གི་ཟུར་ཁར་ དབྱེ་ཁག་གཅིག་ནང་ཤུགས་བཙུག་པ་ཅིན་,\frac{\sqrt{5}}{3} འདི་ཡང་ ཌེཀསི་ཊོཔ་གི་མིང་ཨིན།,\frac{\sqrt{3}}{2} འདི་ཡང་ ཌེཀསི་ཊོཔ་གི་ཨང་གྲངས་ཨིན།,\frac{1}{\sqrt{3}} འདི་ཡང་ ཌེཀསི་ཊོཔ་གི་མིང་ཨིན།,\frac{3}{\sqrt{5}} འདི་ཡང་ ཌའི་ལོག་གི་ཨང་གྲངས་ཨིན།,a
hsc-advanced_math-12-343,i. ཁོང་གིས་ཐོབ་མི་ \sqrt{5},\frac{\pi}{2} འདི་ཡང་ ཌེཀསི་ཊོཔ་གི་མིང་ཨིན།,\frac{\pi}{3} འདི་ཡང་ ཌེཀསི་ཊོཔ་གི་མིང་ཨིན།,\frac{\pi}{4}ལུ་ བསྒྱུར་བཅོས་འབདཝ་ཨིན།,\frac{\pi}{6}ལུ་ བསྒྱུར་བཅོས་འབདཝ་ཨིན།,d
hsc-advanced_math-12-344,ii. \sqrt{5}་གིས་ གློག་རྡུལ་གཅིག་དང་བསྡོམས་ཏེ་ གཡོན་འདི་ ༦༠\degree བཟོཝ་ཨིན།,\frac{2}{3}n\pi - \frac{\pi}{9} འདི་ཡང་ ཌའི་ལོག་ནང་ལུ་ཨིན་,\frac{2}{3}n\pi + \frac{\pi}{9} འདི་ཡང་ སྦྲེལ་རྟགས་ཨིན་,n\pi \pm \frac{\pi}{9} འདི་ཡང་ སྦ་སྒོར་ནང་ཨིན་,\frac{2}{3}n\pi \pm \frac{\pi}{9} འདི་ཡང་ ཌའི་ལོག་ནང་ལུ་ཨིན་,d
hsc-advanced_math-12-345,གསུམ་པ་ ཉམས་རྒུདཔ་གཉིས་ཆ་ར་བསྡོམས་ལས་ ཆུང་ཤོས་ཨིན།,\frac{\pi}{2} འདི་ཡང་ ཌེཀསི་ཊོཔ་གི་མིང་ཨིན།,\frac{\pi}{4}ལུ་ བསྒྱུར་བཅོས་འབདཝ་ཨིན།,\frac{\pi}{3} འདི་ཡང་ ཌེཀསི་ཊོཔ་གི་མིང་ཨིན།,\frac{\pi}{6}ལུ་ བསྒྱུར་བཅོས་འབདཝ་ཨིན།,c
